BowlerName,OverNo,Dot,1,2,3,4,5,6,Wickets,TotalBalls
AA Jhunjhunwala,3,2,1,0,0,3,0,0,0,6
AA Jhunjhunwala,4,0,0,0,0,0,0,0,0,0
AA Jhunjhunwala,5,3,2,0,0,1,0,0,0,6
AA Jhunjhunwala,6,4,2,0,0,0,0,0,0,6
AA Jhunjhunwala,7,0,0,0,0,0,0,0,0,0
AA Jhunjhunwala,8,2,3,1,0,0,0,0,0,6
AA Jhunjhunwala,9,4,5,2,0,1,0,0,0,12
AA Jhunjhunwala,10,2,4,0,0,0,0,1,0,7
AA Jhunjhunwala,11,0,3,1,0,0,1,1,0,6
AA Jhunjhunwala,12,2,2,1,0,1,0,0,0,6
AA Jhunjhunwala,13,0,0,0,0,0,0,0,0,0
AA Jhunjhunwala,14,4,1,3,0,3,0,1,1,13
AA Jhunjhunwala,15,0,0,0,0,0,0,0,0,0
AA Jhunjhunwala,16,0,0,0,0,0,0,0,0,0
AA Jhunjhunwala,17,0,0,1,0,0,0,0,0,1
JD Ryder,1,0,0,0,0,0,0,0,0,0
JD Ryder,2,0,0,0,0,0,0,0,0,0
JD Ryder,3,0,0,0,0,0,0,0,0,0
JD Ryder,4,3,1,1,0,1,0,0,0,6
JD Ryder,5,0,0,0,0,0,0,0,0,0
JD Ryder,6,13,9,2,0,2,0,0,1,27
JD Ryder,7,7,10,3,0,3,0,2,1,26
JD Ryder,8,13,9,1,0,0,0,1,3,27
JD Ryder,9,8,10,3,0,1,0,2,2,26
JD Ryder,10,6,5,1,0,0,0,0,0,12
JD Ryder,11,11,19,1,0,5,0,2,1,39
JD Ryder,12,11,13,1,0,4,0,1,1,31
JD Ryder,13,2,8,0,0,2,0,0,0,12
JD Ryder,14,8,8,2,0,0,0,0,0,18
JD Ryder,15,1,2,0,0,2,0,1,0,6
JD Ryder,16,5,5,1,0,0,0,1,2,14
JD Ryder,17,1,2,1,0,0,0,2,0,6
JD Ryder,18,0,0,0,0,0,0,0,0,0
JD Ryder,19,0,0,0,0,1,0,1,0,2
AC Thomas,1,9,7,0,0,3,0,0,0,19
AC Thomas,2,28,11,3,0,5,1,2,4,54
AC Thomas,3,2,1,2,0,1,0,0,0,6
AC Thomas,4,22,8,0,0,5,0,2,1,38
AC Thomas,5,2,1,0,0,3,0,0,0,6
AC Thomas,6,0,0,0,0,0,0,0,0,0
AC Thomas,7,0,0,0,0,0,0,0,0,0
AC Thomas,8,0,0,0,0,0,0,0,0,0
AC Thomas,9,4,1,1,0,0,0,0,2,8
AC Thomas,10,0,0,0,0,0,0,0,0,0
AC Thomas,11,0,5,1,0,0,0,0,0,6
AC Thomas,12,0,0,0,0,0,0,0,0,0
AC Thomas,13,0,0,0,0,0,0,0,0,0
AC Thomas,14,6,4,0,0,2,0,0,1,13
AC Thomas,15,2,7,0,0,3,0,1,0,13
AC Thomas,16,8,20,1,0,2,0,0,1,32
AC Thomas,17,4,3,2,0,2,0,1,2,14
AC Thomas,18,9,14,9,0,5,0,4,1,42
AC Thomas,19,3,11,3,1,2,0,1,1,22
Pankaj Singh,1,25,7,3,0,10,0,0,2,47
Pankaj Singh,2,2,1,1,0,2,0,0,0,6
Pankaj Singh,3,18,10,2,0,4,0,2,2,38
Pankaj Singh,4,16,6,4,1,5,0,0,2,34
Pankaj Singh,5,15,8,1,0,5,0,1,2,32
Pankaj Singh,6,10,13,1,1,4,0,1,0,30
Pankaj Singh,7,11,9,0,0,4,0,1,0,25
Pankaj Singh,8,3,1,0,0,1,0,2,0,7
Pankaj Singh,9,1,3,0,0,2,0,0,0,6
Pankaj Singh,10,0,0,0,0,0,0,0,0,0
Pankaj Singh,11,3,5,0,0,4,0,0,1,13
Pankaj Singh,12,0,0,0,0,0,0,0,0,0
Pankaj Singh,13,4,6,1,0,0,0,1,0,12
Pankaj Singh,14,4,6,0,0,0,0,3,1,14
Pankaj Singh,15,1,4,0,0,1,0,0,0,6
Pankaj Singh,16,5,10,1,1,6,0,4,1,28
Pankaj Singh,17,0,0,0,0,0,0,0,0,0
Pankaj Singh,18,4,5,4,1,2,0,2,0,18
S Dhawan,1,0,0,0,0,0,0,0,0,0
S Dhawan,2,0,0,0,0,0,0,0,0,0
S Dhawan,3,0,0,0,0,0,0,0,0,0
S Dhawan,4,3,3,0,0,0,0,0,0,6
S Dhawan,5,0,0,0,0,0,0,0,0,0
S Dhawan,6,4,7,1,0,0,0,0,1,13
S Dhawan,7,0,0,0,0,0,0,0,0,0
S Dhawan,8,3,2,0,0,0,0,2,0,7
S Dhawan,9,0,0,0,0,0,0,0,0,0
S Dhawan,10,0,0,0,0,0,0,0,0,0
S Dhawan,11,0,0,0,0,0,0,0,0,0
S Dhawan,12,3,1,0,0,2,0,0,1,7
S Dhawan,13,0,0,0,0,0,0,0,0,0
S Dhawan,14,4,1,0,0,0,0,1,1,7
DJ Harris,1,0,0,0,0,0,0,0,0,0
DJ Harris,2,0,0,0,0,0,0,0,0,0
DJ Harris,3,0,0,0,0,0,0,0,0,0
DJ Harris,4,0,0,0,0,0,0,0,0,0
DJ Harris,5,0,0,0,0,0,0,0,0,0
DJ Harris,6,0,5,0,0,0,0,1,0,6
DJ Harris,7,0,0,0,0,0,0,0,0,0
DJ Harris,8,0,0,0,0,0,0,0,0,0
DJ Harris,9,0,0,0,0,0,0,0,0,0
DJ Harris,10,4,1,0,0,1,0,0,0,6
DJ Harris,11,0,0,0,0,0,0,0,0,0
DJ Harris,12,0,0,0,0,0,0,0,0,0
DJ Harris,13,0,0,0,0,0,0,0,0,0
DJ Harris,14,0,0,0,0,0,0,0,0,0
DJ Harris,15,0,0,0,0,0,0,0,0,0
DJ Harris,16,0,0,0,0,0,0,0,0,0
DJ Harris,17,0,4,1,0,1,0,0,0,6
RR Powar,1,13,5,1,0,6,0,1,0,26
RR Powar,2,9,1,1,1,1,0,0,1,14
RR Powar,3,11,2,0,1,3,0,1,0,18
RR Powar,4,22,5,2,0,8,0,1,5,43
RR Powar,5,5,2,0,0,0,0,0,0,7
RR Powar,6,30,32,3,0,4,0,1,2,72
RR Powar,7,9,12,6,0,3,0,1,0,31
RR Powar,8,19,23,2,0,3,0,2,2,51
RR Powar,9,5,6,0,0,1,0,0,1,13
RR Powar,10,11,17,1,0,1,0,2,0,32
RR Powar,11,4,11,2,0,0,0,1,0,18
RR Powar,12,8,13,1,0,3,0,0,0,25
RR Powar,13,3,9,2,1,2,0,1,0,18
RR Powar,14,10,7,3,0,2,0,2,2,26
RR Powar,15,5,3,3,0,0,0,1,1,13
RR Powar,16,3,1,0,0,1,0,1,0,6
RR Powar,17,0,0,0,0,0,0,0,0,0
RR Powar,18,2,3,0,0,0,0,1,1,7
SPD Smith,1,0,0,0,0,0,0,0,0,0
SPD Smith,2,0,0,0,0,0,0,0,0,0
SPD Smith,3,0,0,0,0,0,0,0,0,0
SPD Smith,4,0,0,0,0,0,0,0,0,0
SPD Smith,5,0,0,0,0,0,0,0,0,0
SPD Smith,6,0,0,0,0,0,0,0,0,0
SPD Smith,7,0,0,0,0,0,0,0,0,0
SPD Smith,8,0,0,0,0,0,0,0,0,0
SPD Smith,9,0,0,0,0,0,0,0,0,0
SPD Smith,10,0,0,0,0,0,0,0,0,0
SPD Smith,11,0,0,0,0,0,0,0,0,0
SPD Smith,12,0,0,0,0,0,0,0,0,0
SPD Smith,13,0,0,0,0,0,0,0,0,0
SPD Smith,14,0,0,0,0,0,0,0,0,0
SPD Smith,15,0,0,0,0,0,0,0,0,0
SPD Smith,16,0,1,0,0,1,0,0,0,2
RJ Peterson,1,0,0,0,0,0,0,0,0,0
RJ Peterson,2,0,0,0,0,0,0,0,0,0
RJ Peterson,3,0,0,0,0,0,0,0,0,0
RJ Peterson,4,0,0,0,0,0,0,0,0,0
RJ Peterson,5,0,0,0,0,0,0,0,0,0
RJ Peterson,6,0,0,0,0,0,0,0,0,0
RJ Peterson,7,0,0,0,0,0,0,0,0,0
RJ Peterson,8,2,2,0,0,1,0,1,0,6
RJ Peterson,9,0,0,0,0,0,0,0,0,0
RJ Peterson,10,0,0,0,0,0,0,0,0,0
RJ Peterson,11,0,0,0,0,0,0,0,0,0
RJ Peterson,12,0,0,0,0,0,0,0,0,0
RJ Peterson,13,8,3,0,0,0,0,1,1,13
RJ Peterson,14,0,0,0,0,0,0,0,0,0
RJ Peterson,15,3,5,2,0,1,0,1,2,14
RJ Peterson,16,0,0,0,0,0,0,0,0,0
RJ Peterson,17,2,0,0,0,2,0,2,0,6
DL Vettori,1,13,7,2,0,3,0,0,0,25
DL Vettori,2,2,3,0,0,1,0,0,0,6
DL Vettori,3,9,5,1,0,3,0,0,0,18
DL Vettori,4,4,6,1,0,0,0,1,0,12
DL Vettori,5,9,9,1,0,5,0,0,2,26
DL Vettori,6,19,28,6,0,1,0,0,3,57
DL Vettori,7,28,37,5,0,8,0,1,1,80
DL Vettori,8,24,37,2,0,8,0,1,1,73
DL Vettori,9,41,38,3,0,3,0,1,3,89
DL Vettori,10,25,27,6,0,4,0,4,8,74
DL Vettori,11,19,21,4,0,5,0,1,1,51
DL Vettori,12,15,14,3,0,2,0,2,2,38
DL Vettori,13,15,24,3,1,3,0,3,3,52
DL Vettori,14,12,16,2,0,4,0,2,1,37
DL Vettori,15,27,31,7,0,3,0,4,3,75
DL Vettori,16,7,19,3,0,7,0,1,1,38
DL Vettori,17,6,11,4,0,2,0,1,1,25
DL Vettori,18,12,12,0,0,3,0,1,4,32
DL Vettori,19,0,1,1,0,2,0,1,0,5
AUK Pathan,1,0,0,0,0,0,0,0,0,0
AUK Pathan,2,0,0,0,0,0,0,0,0,0
AUK Pathan,3,0,0,0,0,0,0,0,0,0
AUK Pathan,4,0,0,0,0,0,0,0,0,0
AUK Pathan,5,0,0,0,0,0,0,0,0,0
AUK Pathan,6,0,0,0,0,0,0,0,0,0
AUK Pathan,7,0,0,0,0,0,0,0,0,0
AUK Pathan,8,0,0,0,0,0,0,0,0,0
AUK Pathan,9,0,0,0,0,0,0,0,0,0
AUK Pathan,10,0,0,0,0,0,0,0,0,0
AUK Pathan,11,1,4,0,0,1,0,0,0,6
AUK Pathan,12,4,3,1,0,0,0,0,0,8
AUK Pathan,13,0,0,0,0,0,0,0,0,0
AUK Pathan,14,2,8,0,0,2,0,0,0,12
AUK Pathan,15,2,2,0,0,0,0,2,0,6
AUK Pathan,16,1,3,1,0,1,0,0,0,6
AUK Pathan,17,0,0,0,0,0,0,0,0,0
AUK Pathan,18,1,1,0,0,1,0,0,0,3
A Singh,1,46,21,3,0,6,0,0,4,80
A Singh,2,14,13,2,0,3,0,0,1,33
A Singh,3,24,20,1,1,4,0,1,3,54
A Singh,4,16,13,3,0,11,0,1,2,46
A Singh,5,28,7,6,0,11,0,2,1,55
A Singh,6,0,0,0,0,0,0,0,0,0
A Singh,7,1,3,0,0,2,0,0,0,6
A Singh,8,2,4,0,0,0,0,0,0,6
A Singh,9,0,0,0,0,0,0,0,0,0
A Singh,10,0,0,0,0,0,0,0,0,0
A Singh,11,4,1,0,0,1,0,0,1,7
A Singh,12,3,1,1,0,1,0,0,0,6
A Singh,13,6,6,2,0,3,0,1,0,18
A Singh,14,4,2,0,0,0,0,0,0,6
A Singh,15,3,7,2,0,1,0,0,0,13
A Singh,16,6,6,2,0,2,0,2,2,20
A Singh,17,12,22,9,0,14,0,3,3,63
A Singh,18,15,10,4,0,1,0,3,5,38
A Singh,19,14,8,6,0,6,0,4,7,45
AL Menaria,1,2,2,0,0,2,0,0,0,6
AL Menaria,2,3,5,1,0,2,0,1,0,12
AL Menaria,3,0,0,0,0,0,0,0,0,0
AL Menaria,4,5,1,0,0,0,0,0,1,7
AL Menaria,5,0,0,0,0,0,0,0,0,0
AL Menaria,6,5,6,0,0,0,0,1,0,12
AL Menaria,7,0,0,0,0,0,0,0,0,0
AL Menaria,8,1,4,0,0,1,0,0,1,7
AL Menaria,9,0,0,0,0,0,0,0,0,0
AL Menaria,10,0,0,0,0,0,0,0,0,0
AL Menaria,11,2,3,0,0,1,0,0,0,6
AL Menaria,12,0,0,0,0,0,0,0,0,0
AL Menaria,13,3,3,0,0,0,0,0,0,6
AL Menaria,14,4,7,0,0,1,0,0,1,13
AL Menaria,15,2,1,1,0,2,0,2,0,8
AL Menaria,16,3,4,2,0,4,0,0,0,13
KMDN Kulasekara,1,4,0,1,0,1,0,0,1,7
KMDN Kulasekara,2,8,2,2,0,7,0,0,1,20
KMDN Kulasekara,3,9,1,0,0,2,0,0,1,13
KMDN Kulasekara,4,0,0,0,0,0,0,0,0,0
KMDN Kulasekara,5,1,2,2,0,1,0,0,1,7
KMDN Kulasekara,6,0,0,0,0,0,0,0,0,0
KMDN Kulasekara,7,0,0,0,0,0,0,0,0,0
KMDN Kulasekara,8,0,0,0,0,0,0,0,0,0
KMDN Kulasekara,9,0,0,0,0,0,0,0,0,0
KMDN Kulasekara,10,0,0,0,0,0,0,0,0,0
KMDN Kulasekara,11,0,0,0,0,0,0,0,0,0
KMDN Kulasekara,12,0,0,0,0,0,0,0,0,0
KMDN Kulasekara,13,1,4,0,0,1,0,0,0,6
KMDN Kulasekara,14,0,0,0,0,0,0,0,0,0
KMDN Kulasekara,15,0,0,0,0,0,0,0,0,0
KMDN Kulasekara,16,2,3,1,0,0,0,0,0,6
KMDN Kulasekara,17,4,2,0,0,0,0,0,0,6
KMDN Kulasekara,18,0,4,0,0,2,0,0,0,6
KMDN Kulasekara,19,5,3,4,0,0,0,0,2,14
CJ McKay,1,0,0,0,0,0,0,0,0,0
CJ McKay,2,2,0,1,0,3,0,0,0,6
CJ McKay,3,0,0,0,0,0,0,0,0,0
CJ McKay,4,2,1,0,1,2,0,0,0,6
CJ McKay,5,0,0,0,0,0,0,0,0,0
CJ McKay,6,0,0,0,0,0,0,0,0,0
CJ McKay,7,4,2,0,0,0,0,0,1,7
CJ McKay,8,0,0,0,0,0,0,0,0,0
CJ McKay,9,1,5,0,0,0,0,0,0,6
CJ McKay,10,0,0,0,0,0,0,0,0,0
CJ McKay,11,2,3,0,0,1,0,0,0,6
CJ McKay,12,0,0,0,0,0,0,0,0,0
CJ McKay,13,0,0,0,0,0,0,0,0,0
CJ McKay,14,0,0,0,0,0,0,0,0,0
CJ McKay,15,0,0,0,0,0,0,0,0,0
CJ McKay,16,1,4,0,0,1,0,0,0,6
CJ McKay,17,0,0,0,0,0,0,0,0,0
CJ McKay,18,2,2,0,0,1,0,1,0,6
KP Pietersen,1,4,0,0,1,1,0,0,0,6
KP Pietersen,2,5,1,0,0,1,0,0,0,7
KP Pietersen,3,0,0,0,0,0,0,0,0,0
KP Pietersen,4,0,0,0,0,0,0,0,0,0
KP Pietersen,5,0,0,0,0,0,0,0,0,0
KP Pietersen,6,10,11,3,0,1,0,0,1,26
KP Pietersen,7,2,4,0,0,0,0,0,0,6
KP Pietersen,8,7,14,1,0,2,0,3,1,28
KP Pietersen,9,3,6,0,0,2,0,1,0,12
KP Pietersen,10,9,12,1,0,0,0,2,3,27
KP Pietersen,11,3,2,1,0,0,0,0,0,6
KP Pietersen,12,5,16,1,0,2,0,0,0,24
KP Pietersen,13,2,3,1,0,0,0,0,1,7
KP Pietersen,14,2,4,0,0,0,0,0,0,6
KP Pietersen,15,2,2,1,0,0,0,1,1,7
KP Pietersen,16,3,7,0,0,1,0,1,1,13
KP Pietersen,17,1,2,2,0,0,0,1,0,6
Y Nagar,1,0,0,0,0,0,0,0,0,0
Y Nagar,2,0,0,0,0,0,0,0,0,0
Y Nagar,3,2,2,0,0,2,0,0,0,6
Y Nagar,4,0,0,0,0,0,0,0,0,0
Y Nagar,5,0,0,0,0,0,0,0,0,0
Y Nagar,6,0,0,0,0,0,0,0,0,0
Y Nagar,7,1,2,0,0,2,0,1,0,6
Y Nagar,8,0,0,0,0,0,0,0,0,0
Y Nagar,9,3,5,1,0,3,0,0,1,13
Y Nagar,10,0,0,0,0,0,0,0,0,0
Y Nagar,11,2,2,0,0,1,0,1,0,6
Y Nagar,12,8,16,0,0,2,0,1,2,29
Y Nagar,13,0,0,0,0,0,0,0,0,0
Y Nagar,14,4,6,1,0,1,0,3,1,16
DE Bollinger,1,86,38,3,1,17,1,1,3,150
DE Bollinger,2,0,0,0,0,0,0,0,0,0
DE Bollinger,3,54,24,3,0,16,0,4,6,107
DE Bollinger,4,18,13,1,0,11,0,0,0,43
DE Bollinger,5,23,7,1,0,10,1,0,2,44
DE Bollinger,6,0,0,0,0,0,0,0,0,0
DE Bollinger,7,0,0,0,0,0,0,0,0,0
DE Bollinger,8,3,3,0,0,0,0,0,2,8
DE Bollinger,9,0,0,0,0,0,0,0,0,0
DE Bollinger,10,0,0,0,0,0,0,0,0,0
DE Bollinger,11,0,0,0,0,0,0,0,0,0
DE Bollinger,12,6,5,1,0,1,0,0,2,15
DE Bollinger,13,0,0,0,0,0,0,0,0,0
DE Bollinger,14,0,0,0,0,0,0,0,0,0
DE Bollinger,15,12,9,1,0,4,0,0,2,28
DE Bollinger,16,15,15,7,0,3,0,2,1,43
DE Bollinger,17,21,25,2,1,7,0,6,4,66
DE Bollinger,18,19,23,2,0,2,0,3,8,57
DE Bollinger,19,31,21,8,0,0,0,3,13,76
RR Bhatkal,1,0,0,0,0,0,0,0,0,0
RR Bhatkal,2,0,0,0,0,0,0,0,0,0
RR Bhatkal,3,0,0,0,0,0,0,0,0,0
RR Bhatkal,4,0,0,0,0,0,0,0,0,0
RR Bhatkal,5,0,2,1,0,1,0,2,0,6
RR Bhatkal,6,0,0,0,0,0,0,0,0,0
RR Bhatkal,7,0,0,0,0,0,0,0,0,0
RR Bhatkal,8,0,0,0,0,0,0,0,0,0
RR Bhatkal,9,0,0,0,0,0,0,0,0,0
RR Bhatkal,10,0,0,0,0,0,0,0,0,0
RR Bhatkal,11,0,0,0,0,0,0,0,0,0
RR Bhatkal,12,0,3,1,0,1,0,1,0,6
F du Plessis,1,0,0,0,0,0,0,0,0,0
F du Plessis,2,0,0,0,0,0,0,0,0,0
F du Plessis,3,0,0,0,0,0,0,0,0,0
F du Plessis,4,0,0,0,0,0,0,0,0,0
F du Plessis,5,0,0,0,0,0,0,0,0,0
F du Plessis,6,0,0,0,0,0,0,0,0,0
F du Plessis,7,0,0,0,0,0,0,0,0,0
F du Plessis,8,0,0,0,0,0,0,0,0,0
F du Plessis,9,0,0,0,0,0,0,0,0,0
F du Plessis,10,0,0,0,0,0,0,0,0,0
F du Plessis,11,0,0,0,0,0,0,0,0,0
F du Plessis,12,0,0,0,0,0,0,0,0,0
F du Plessis,13,0,0,0,0,0,0,0,0,0
F du Plessis,14,0,0,0,0,0,0,0,0,0
F du Plessis,15,0,4,0,0,0,0,2,0,6
DAJ Bracewell,1,4,1,0,0,0,0,1,0,6
DAJ Bracewell,2,0,0,0,0,0,0,0,0,0
DAJ Bracewell,3,0,0,0,0,0,0,0,0,0
DAJ Bracewell,4,0,0,0,0,0,0,0,0,0
DAJ Bracewell,5,0,0,0,0,0,0,0,0,0
DAJ Bracewell,6,0,0,0,0,0,0,0,0,0
DAJ Bracewell,7,3,2,1,0,0,0,0,1,7
DAJ Bracewell,8,0,0,0,0,0,0,0,0,0
DAJ Bracewell,9,0,0,0,0,0,0,0,0,0
DAJ Bracewell,10,0,0,0,0,0,0,0,0,0
DAJ Bracewell,11,0,0,0,0,0,0,0,0,0
DAJ Bracewell,12,0,0,0,0,0,0,0,0,0
DAJ Bracewell,13,2,4,0,0,0,0,1,0,7
DAJ Bracewell,14,0,0,0,0,0,0,0,0,0
DAJ Bracewell,15,0,0,0,0,0,0,0,0,0
DAJ Bracewell,16,0,0,0,0,0,0,0,0,0
DAJ Bracewell,17,0,0,0,0,0,0,0,0,0
DAJ Bracewell,18,0,0,0,0,0,0,0,0,0
DAJ Bracewell,19,2,2,0,0,2,0,0,2,8
PC Valthaty,1,0,0,0,0,0,0,0,0,0
PC Valthaty,2,0,0,0,0,0,0,0,0,0
PC Valthaty,3,0,0,0,0,0,0,0,0,0
PC Valthaty,4,0,0,0,0,0,0,0,0,0
PC Valthaty,5,0,0,0,0,0,0,0,0,0
PC Valthaty,6,2,3,0,0,0,0,1,1,7
PC Valthaty,7,3,4,0,0,0,0,0,0,7
PC Valthaty,8,5,8,1,0,3,0,1,0,18
PC Valthaty,9,5,6,0,0,1,0,0,0,12
PC Valthaty,10,3,6,1,0,1,0,1,0,12
PC Valthaty,11,5,14,3,1,1,0,0,1,25
PC Valthaty,12,4,4,1,0,2,0,1,0,12
PC Valthaty,13,7,10,3,0,3,0,1,1,25
PC Valthaty,14,7,8,0,0,3,0,0,2,20
PC Valthaty,15,2,2,1,0,0,0,1,0,6
PC Valthaty,16,1,3,2,0,0,0,0,0,6
PC Valthaty,17,0,1,0,0,0,0,0,0,1
PC Valthaty,18,4,1,0,0,1,0,1,2,9
RW Price,1,0,0,0,0,0,0,0,0,0
RW Price,2,0,0,0,0,0,0,0,0,0
RW Price,3,0,0,0,0,0,0,0,0,0
RW Price,4,0,4,0,0,1,0,1,0,6
RW Price,5,0,0,0,0,0,0,0,0,0
RW Price,6,0,6,0,0,0,0,0,0,6
RW Price,7,0,0,0,0,0,0,0,0,0
RW Price,8,0,0,0,0,0,0,0,0,0
RW Price,9,1,3,0,0,1,0,1,0,6
SS Mundhe,1,0,0,0,0,0,0,0,0,0
SS Mundhe,2,0,0,0,0,0,0,0,0,0
SS Mundhe,3,0,0,0,0,0,0,0,0,0
SS Mundhe,4,0,0,0,0,0,0,0,0,0
SS Mundhe,5,5,1,0,0,1,0,0,1,8
SK Warne,1,0,0,0,0,0,0,0,0,0
SK Warne,2,0,0,0,0,0,0,0,0,0
SK Warne,3,1,1,2,0,1,0,1,0,6
SK Warne,4,5,7,0,0,0,0,0,1,13
SK Warne,5,7,5,0,0,6,0,1,0,19
SK Warne,6,33,35,10,1,1,0,1,4,85
SK Warne,7,42,50,12,0,7,0,0,6,117
SK Warne,8,57,64,10,0,10,0,6,8,155
SK Warne,9,46,65,10,0,8,0,4,3,136
SK Warne,10,48,58,14,0,10,0,6,3,139
SK Warne,11,61,55,9,1,12,0,5,4,147
SK Warne,12,27,19,6,0,3,0,5,4,64
SK Warne,13,33,24,9,0,8,0,4,6,84
SK Warne,14,31,32,2,0,6,0,3,3,77
SK Warne,15,39,32,5,0,8,0,4,9,97
SK Warne,16,16,20,2,0,4,0,2,2,46
SK Warne,17,16,18,2,0,4,0,8,3,51
SK Warne,18,8,13,2,0,2,0,6,3,34
SK Warne,19,1,6,4,0,1,0,0,1,13
JJ van der Wath,1,5,1,0,0,2,0,0,0,8
JJ van der Wath,2,0,0,0,0,0,0,0,0,0
JJ van der Wath,3,5,1,0,0,1,0,0,0,7
JJ van der Wath,4,7,1,0,0,3,0,1,0,12
JJ van der Wath,5,0,0,0,0,0,0,0,0,0
JJ van der Wath,6,0,0,0,0,0,0,0,0,0
JJ van der Wath,7,2,3,0,0,2,0,0,0,7
JJ van der Wath,8,0,0,0,0,0,0,0,0,0
JJ van der Wath,9,0,0,0,0,0,0,0,0,0
JJ van der Wath,10,0,0,0,0,0,0,0,0,0
JJ van der Wath,11,0,0,0,0,0,0,0,0,0
JJ van der Wath,12,0,0,0,0,0,0,0,0,0
JJ van der Wath,13,0,0,0,0,0,0,0,0,0
JJ van der Wath,14,4,2,0,0,3,0,3,1,13
JJ van der Wath,15,0,0,0,0,0,0,0,0,0
JJ van der Wath,16,0,0,0,0,0,0,0,0,0
JJ van der Wath,17,3,3,1,1,3,0,1,0,12
JJ van der Wath,18,3,1,0,0,1,0,1,0,6
JJ van der Wath,19,2,3,0,0,1,0,0,2,8
CK Langeveldt,1,14,7,0,0,4,0,1,2,28
CK Langeveldt,2,6,1,2,0,2,0,1,1,13
CK Langeveldt,3,21,2,1,0,2,0,0,3,29
CK Langeveldt,4,3,1,0,0,1,0,1,0,6
CK Langeveldt,5,3,1,0,0,1,0,1,0,6
CK Langeveldt,6,0,0,0,0,0,0,0,0,0
CK Langeveldt,7,0,0,0,0,0,0,0,0,0
CK Langeveldt,8,0,0,0,0,0,0,0,0,0
CK Langeveldt,9,6,5,0,0,0,0,3,1,15
CK Langeveldt,10,0,0,0,0,0,0,0,0,0
CK Langeveldt,11,0,0,0,0,0,0,0,0,0
CK Langeveldt,12,8,4,0,0,0,0,0,2,14
CK Langeveldt,13,0,0,0,0,0,0,0,0,0
CK Langeveldt,14,0,0,0,0,0,0,0,0,0
CK Langeveldt,15,0,5,1,0,0,0,0,0,6
CK Langeveldt,16,0,5,0,0,1,0,0,0,6
CK Langeveldt,17,3,2,0,0,1,0,0,1,7
CK Langeveldt,18,7,10,1,0,1,0,0,1,20
CK Langeveldt,19,4,3,1,0,3,0,1,2,14
SJ Srivastava,1,7,0,0,0,0,0,0,0,7
SJ Srivastava,2,20,7,2,0,9,0,0,2,40
SJ Srivastava,3,9,6,0,0,4,0,0,0,19
SJ Srivastava,4,14,16,5,0,9,0,1,2,47
SJ Srivastava,5,16,6,1,0,7,0,3,1,34
SJ Srivastava,6,0,0,0,0,0,0,0,0,0
SJ Srivastava,7,6,3,0,0,3,0,0,1,13
SJ Srivastava,8,10,7,2,0,4,0,0,1,24
SJ Srivastava,9,3,2,0,0,1,0,0,1,7
SJ Srivastava,10,7,10,2,0,3,0,3,0,25
SJ Srivastava,11,1,3,1,0,1,0,0,0,6
SJ Srivastava,12,10,6,2,0,0,0,2,1,21
SJ Srivastava,13,2,9,0,0,1,0,0,0,12
SJ Srivastava,14,0,0,0,0,0,0,0,0,0
SJ Srivastava,15,12,4,0,0,0,0,0,3,19
SJ Srivastava,16,1,3,0,0,2,0,0,1,7
SJ Srivastava,17,2,6,0,1,1,0,2,0,12
SJ Srivastava,18,4,5,0,0,2,0,1,2,14
SJ Srivastava,19,6,3,1,0,3,0,1,0,14
M Manhas,1,0,0,0,0,0,0,0,0,0
M Manhas,2,0,0,0,0,0,0,0,0,0
M Manhas,3,0,0,0,0,0,0,0,0,0
M Manhas,4,0,0,0,0,0,0,0,0,0
M Manhas,5,0,0,0,0,0,0,0,0,0
M Manhas,6,0,0,0,0,0,0,0,0,0
M Manhas,7,1,3,1,0,1,0,0,0,6
M Manhas,8,0,0,0,0,0,0,0,0,0
M Manhas,9,0,0,0,0,0,0,0,0,0
M Manhas,10,4,2,0,0,0,0,0,0,6
M Manhas,11,4,2,0,0,0,0,0,0,6
M Manhas,12,1,5,0,0,0,0,0,0,6
M Manhas,13,2,4,0,0,0,0,0,0,6
M Manhas,14,1,3,0,1,0,0,1,0,6
M Manhas,15,2,2,1,0,1,0,0,0,6
P Prasanth,1,0,0,0,0,0,0,0,0,0
P Prasanth,2,0,0,0,0,0,0,0,0,0
P Prasanth,3,0,0,0,0,0,0,0,0,0
P Prasanth,4,0,0,0,0,0,0,0,0,0
P Prasanth,5,0,0,0,0,0,0,0,0,0
P Prasanth,6,0,0,0,0,0,0,0,0,0
P Prasanth,7,3,0,0,0,0,0,3,0,6
Y Gnaneswara Rao,1,0,0,0,0,0,0,0,0,0
Y Gnaneswara Rao,2,0,0,0,0,0,0,0,0,0
Y Gnaneswara Rao,3,0,0,0,0,0,0,0,0,0
Y Gnaneswara Rao,4,0,0,0,0,0,0,0,0,0
Y Gnaneswara Rao,5,0,0,0,0,0,0,0,0,0
Y Gnaneswara Rao,6,0,0,0,0,0,0,0,0,0
Y Gnaneswara Rao,7,0,0,0,0,0,0,0,0,0
Y Gnaneswara Rao,8,0,0,0,0,0,0,0,0,0
Y Gnaneswara Rao,9,0,0,0,0,0,0,0,0,0
Y Gnaneswara Rao,10,3,1,1,0,1,0,0,0,6
ND Doshi,1,0,0,0,0,0,0,0,0,0
ND Doshi,2,0,0,0,0,0,0,0,0,0
ND Doshi,3,3,0,0,0,2,0,1,1,7
